5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01,5.071283095723013723e-01
6.293279022403258649e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01,5.478615071283096105e-01
7.067209775967413510e-01,6.334012219959266332e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01,5.539714867617108185e-01
7.393075356415478305e-01,6.720977596741344318e-01,6.089613034623218013e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01
7.596741344195518941e-01,6.985743380855397033e-01,6.395112016293279522e-01,5.885947046843177377e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01,5.580448065173115868e-01
7.718940936863544211e-01,7.107942973523421193e-01,6.537678207739308078e-01,6.150712830957230093e-01,5.824847250509165297e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01,5.458248472505091708e-01
7.820773930753563974e-01,7.209775967413442066e-01,6.720977596741344318e-01,6.354378818737270729e-01,6.048879837067210330e-01,5.784114052953156504e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01,5.600814663951120265e-01
7.922606924643584847e-01,7.250509164969449749e-01,6.761710794297352001e-01,6.395112016293279522e-01,6.130346232179225696e-01,5.926680244399185060e-01,5.784114052953156504e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01,5.641547861507127948e-01
7.942973523421588133e-01,7.270875763747454146e-01,6.782077393075356397e-01,6.415478615071282809e-01,6.171079429735234489e-01,5.967413441955193854e-01,5.824847250509165297e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01,5.723014256619144424e-01
7.942973523421588133e-01,7.270875763747454146e-01,6.782077393075356397e-01,6.435845213849287205e-01,6.232179226069246569e-01,6.069246435845213616e-01,5.926680244399185060e-01,5.845213849287168584e-01,5.845213849287168584e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01,5.784114052953156504e-01
